symbol,personality,trades,expectancy,median_ret,win,avg_win,avg_loss,edge,strat_cagr,bh_cagr,beta,vol_ann,ER,autocorr1,last_px,dollar_vol
ALK,Mixed,120,0.0321029154910185,-0.0348282729123468,44.166666666666664,0.1932358320186259,-0.095360436389029,0.0809417541303523,0.0736261966566169,-0.0073155574737353,1.366879261756902,0.4357096650606477,0.259335409980429,-0.0587777377746456,49.2599983215332,96026990.3930664
NFLX,Erratic/Manipulated,102,0.0661260732290234,-0.0246917638918567,47.05882352941176,0.2524081767768273,-0.099458018813469,0.0788415591040831,0.1668300360111305,0.0879884769070473,1.1904531518051824,0.4289006394295761,0.2577728161270525,0.000174155096437,77.37999725341797,2377826838.470459
ILMN,Clean Trender,132,-0.0065892971946114,-0.0552068819847712,34.090909090909086,0.1873044001472377,-0.106879140647292,0.078586618763112,-0.059147841869776,-0.137734460632888,1.2305816459786714,0.4479073082407954,0.2473667957803337,0.0171403188087191,161.92999267578125,256908738.28070068
LULU,Clean Trender,117,0.0080218064522951,-0.0494087166502204,41.88034188034188,0.1708298560275394,-0.1092957586828072,0.074381164905648,-0.1208415230269405,-0.1952226879325885,1.2530716009840988,0.4096120635457753,0.2608665245187218,0.0063450060723849,111.7699966430664,479695921.194458
NUE,Clean Trender,109,0.0200383153426912,-0.0453288806590285,44.03669724770643,0.1714825384431505,-0.0991309093920964,0.0737050910904566,0.3787157497804709,0.3050106586900143,1.1370716656403073,0.3761072458286202,0.2610025477241793,0.0267479867903067,243.8300018310547,238960398.9501953
KDP,Quiet Drifter,126,-0.0132918791238102,-0.0383277664982085,36.507936507936506,0.0616427410268745,-0.0563792857104539,0.0728001318608946,0.0757821365650577,0.002982004704163,0.3551771640144052,0.2088244554973268,0.2317768450395355,0.0161208127272389,30.760000228881836,247719645.26138303
UNG,Erratic/Manipulated,134,0.0102669074017404,-0.053552778554105,38.059701492537314,0.2329142255112411,-0.1265404808342178,0.0727823035008451,-0.1353293680110485,-0.2081116715118937,0.3017393242214745,0.6221550465049854,0.2198829451250061,-0.0421518555595151,11.739999771118164,114146014.20707704
REGN,Mixed,139,0.0431834313619444,-0.0120999349897772,48.201438848920866,0.1724704201359405,-0.0771252943027462,0.0721491154140137,0.1088575297710048,0.0367084143569911,0.6245442636151144,0.3061340829611955,0.2384122695072689,-0.0217565498121129,609.9400024414062,466253898.9379883
CUK,Erratic/Manipulated,112,0.0400780627762893,-0.0346454970082459,38.392857142857146,0.3049276451728006,-0.1249731262534206,0.0708617756358838,0.1440173813169529,0.0731556056810691,1.908115139438611,0.5935956726526804,0.2555633758427643,-0.0206440304678767,27.469999313354492,30995419.306340218
ARR,Quiet Drifter,132,-0.0403145873461792,-0.0566863464856519,21.96969696969697,0.0570709971084052,-0.0677338295712564,0.0708347006623989,-0.1180101175533475,-0.1888448182157465,0.810279560197167,0.2878714881152879,0.2140446552783988,0.0268432314965482,16.760000228881836,24730847.149658203
AA,Erratic/Manipulated,143,0.10319547049389,0.0067132836818798,51.048951048951054,0.3294953832744431,-0.1328030099772582,0.0700789379935431,0.2668964615140918,0.1968175235205487,1.5997153875508543,0.5721051867382879,0.2245030756773502,-0.0064812711792825,59.369998931884766,209158028.6222458
AES,Mixed,112,-0.0076412627847413,-0.0175229723223709,38.392857142857146,0.0917144254006801,-0.0695585757118881,0.0688371817284563,0.0043993975961071,-0.0644377841323491,0.977008247198449,0.37015605622213,0.2527200809464737,-0.0648590835789956,14.619999885559082,124357557.9055786
NTNX,Erratic/Manipulated,122,0.0641629099880463,-0.0080052157486043,49.18032786885246,0.2742438553992825,-0.1391412307325047,0.0685351583021174,0.1656985463044629,0.0971633880023454,1.263990590945271,0.5015119278068702,0.2522050505827098,0.000601696134834,46.900001525878906,78735326.30729675
EPAM,Erratic/Manipulated,118,0.0307092734965435,-0.0480965206046704,42.3728813559322,0.2325606739247608,-0.1177108738771457,0.0681204104823797,-0.1634972165513608,-0.2316176270337405,1.342754515880881,0.5166190869764876,0.2774223163680427,0.0254141337129517,76.63999938964844,127772702.23388672
MKC,Clean Trender,125,-0.0203884992459605,-0.0486054673801326,25.6,0.0906116865032191,-0.0585821115467535,0.0631455495317289,-0.0543708558893298,-0.1175164054210587,0.3577247607893736,0.2368060471778678,0.245382444231517,0.0063344648047155,46.63999938964844,117961472.13897704
F,Mixed,135,0.0577344300230051,0.0063998397333534,50.37037037037037,0.1971508077600446,-0.0837627891727962,0.0631413314128113,0.1445612261719979,0.0814198947591866,1.199431720293909,0.3958849114193896,0.2377631887689032,0.009597571426816,14.0600004196167,724567250.9296417
FIVN,Clean Trender,121,-0.0848807272293653,-0.1282885441807032,21.487603305785125,0.1469228862644772,-0.1483217161855749,0.0608371759334688,-0.2490409825634162,-0.309878158496885,1.370112794404727,0.5455971040525983,0.239705882840069,0.032938045537182,19.395000457763672,72273396.13952637
DQ,Erratic/Manipulated,130,-0.0319837162661651,-0.1358062000992726,24.615384615384617,0.3497059315716003,-0.1566170706621702,0.0521571510007262,-0.1275816502406708,-0.179738801241397,1.3781600193367407,0.7738784221913768,0.2208956785478933,-0.0296994793755993,14.18000030517578,37225094.22912598
CCOI,Erratic/Manipulated,131,-0.0116457038974974,-0.0382468404225774,33.587786259541986,0.1456901101299555,-0.0912178397274736,0.0520872339199358,-0.1729572092330341,-0.22504444315297,0.8295016950708628,0.4596559699118235,0.241357385991536,0.0595435767515095,14.1899995803833,21057144.857025143
PYPL,Clean Trender,129,-0.0262278808923584,-0.0460229747467652,30.23255813953488,0.1175063567738507,-0.0885127172143824,0.0516802538678474,-0.2037852962068143,-0.2554655500746617,1.402006695212127,0.4182516886587085,0.2414929413936616,0.0084003932547537,42.5099983215332,1053265395.904541
MKTX,Clean Trender,121,-0.0040080062439016,-0.079023307601002,25.6198347107438,0.2430189906839368,-0.0890950829634904,0.0515479765736338,-0.1844253638497378,-0.2359733404233717,0.5550354303758472,0.3333688004911155,0.2664848843324148,0.0382894054391313,120.33000183105467,95531631.49414062
CORT,Erratic/Manipulated,123,0.0450334432614932,-0.0576966993077696,37.39837398373984,0.3200316000372814,-0.1192511698772893,0.0505627288417589,0.2765317301880237,0.2259690013462647,1.013477650668156,0.7455435847070203,0.2736407377345272,-0.0817906915192713,79.91000366210938,21365496.743392944
RIVN,Erratic/Manipulated,97,0.0086604096867736,-0.0221860222091991,43.29896907216495,0.2264779861170053,-0.1576730123144942,0.0494531029646814,-0.1112294547708903,-0.1606825577355717,1.9126445441493416,0.7741078864891547,0.2416304251484497,0.0198213771724022,16.520000457763672,477847973.3798981
CCL,Erratic/Manipulated,119,0.0283381953766164,-0.0460812820798702,37.81512605042017,0.2837440935859515,-0.1269762021831144,0.048827851815909,0.114672872689304,0.0658450208733949,1.8666427234317973,0.5953696841325301,0.2511256224644693,-0.0355811877491691,30.8700008392334,539306630.58815
VRNS,Erratic/Manipulated,130,0.0444309080456035,-0.0448045620108183,46.15384615384615,0.2925204274769152,-0.1682172514669493,0.0479697829016427,0.0143221907647761,-0.0336475921368666,1.2783410614554858,0.5131878189670426,0.2489695372109517,0.0304009808833515,33.380001068115234,45081133.601760864
HUBS,Erratic/Manipulated,123,0.0939608813377626,-0.0376151602593836,47.15447154471545,0.3455878128496896,-0.1305677652421106,0.0477045761881312,-0.0890149044839518,-0.1367194806720831,1.5775267316925616,0.5423741101996568,0.2357127822384536,0.0034119482810464,176.02999877929688,267990676.73950195
EW,Mixed,124,-0.0094869341075896,-0.017228533459143,40.32258064516129,0.0678728710850281,-0.0617570727512503,0.0475155211266287,0.0536242964558455,0.0061087753292168,0.86241648591296,0.317931536113009,0.2318550268653421,-0.0219189057740494,87.36000061035156,262301258.88519287
DXCM,Erratic/Manipulated,116,0.0287028161445863,0.0109998086051041,51.72413793103448,0.1554429782155683,-0.1070902146457516,0.0462736467879824,0.0243225242996709,-0.0219511224883114,1.1502278620602473,0.4599044053301828,0.2418379524899057,-0.0380893572637044,72.47000122070312,300007365.4998779
LUV,Mixed,119,-0.0078622468197722,-0.0470820322345254,34.45378151260504,0.1484764752321384,-0.0900402930265457,0.0449025036827175,0.0510327069543532,0.0061302032716357,1.114968571971023,0.3857570672887526,0.2492785333720106,-0.0535213356363536,47.970001220703125,281128141.93000793
DG,Clean Trender,118,0.0061203433739175,-0.0593940624732122,32.20338983050847,0.2029313053442415,-0.0873648635619863,0.0439466505783149,-0.0634508702323829,-0.1073975208106978,0.3972363638227253,0.342926667028639,0.2499000181877086,0.0158059111604154,113.4499969482422,354406878.99780273
U,Erratic/Manipulated,119,0.0123023501714518,-0.0169098180697598,49.57983193277311,0.2055039837939236,-0.1776792562239787,0.0430476286968574,-0.1842215655703847,-0.2272691942672421,2.2748149262693,0.7637840234330155,0.2424204655257613,-0.0099462083938846,27.479999542236328,288611261.99264526
LDOS,Clean Trender,119,0.0178056821162808,-0.0386680432222156,35.294117647058826,0.1705622515349756,-0.065516083021189,0.0424282371402104,0.046776854671531,0.0043486175313205,0.5109667550757628,0.2707873320284086,0.2692718315506033,0.0211630068994071,107.12000274658205,93529127.43835448
CNC,Mixed,133,-0.0004298629167134,-0.0365992266671572,36.84210526315789,0.1297965882177385,-0.0763952927451438,0.0416541924537957,0.0335087235270483,-0.0081454689267473,0.4540483178836541,0.3872541806414969,0.2401659152758531,-0.0185065258551227,61.02000045776367,240310518.89419556
GME,Erratic/Manipulated,133,0.0724913881498208,-0.0529840173194763,39.849624060150376,0.4089790053047185,-0.1504316582152989,0.0406053145196732,0.4189836232032864,0.3783783086836132,1.0823394006709164,1.4324209005553037,0.2359620101711343,0.0802770488196124,21.520000457763672,158999058.73088837
PLTR,Erratic/Manipulated,113,0.0831244875232742,-0.05030058474559,42.47787610619469,0.3587107844616023,-0.1203853932927218,0.0379497258020788,0.405443642147786,0.3674939163457071,1.9207437814221235,0.6966518097176109,0.2456033171463837,0.0675905166128807,128.47000122070312,1155211098.1035233
OWL,Mixed,120,0.0233467111283444,-0.0239681259844143,37.5,0.1976071811743502,-0.081209570899259,0.0370866758495121,-0.0201168069147918,-0.057203482764304,1.4229565713116863,0.4277122715017399,0.2355169471289604,0.08007289014051,9.529999732971191,54372852.50253677
MNDY,Erratic/Manipulated,107,-0.084386166962892,-0.1029862762073724,28.037383177570092,0.1277716940467053,-0.1670450738497481,0.0354040617074916,-0.2788133545069136,-0.3142174162144052,1.882200879913944,0.7174043240036321,0.2304724745089892,0.0337143873170526,71.52999877929688,114160665.7119751
NKE,Mixed,129,-0.0352002336373616,-0.0720480525638164,26.356589147286822,0.117921219835469,-0.0900015959329011,0.0346400421095529,-0.1508787467485708,-0.1855187888581237,1.0468742677135603,0.3453684125004607,0.2515475223075207,-0.0370218083530932,45.20000076293945,814657250.0
TCOM,Erratic/Manipulated,136,0.0360218847056254,-0.0387123250042305,45.588235294117645,0.1955406633005077,-0.0976289838468433,0.0337831913384794,0.0869630149140525,0.0531798235755731,0.9301340813835284,0.4764790991085696,0.2219076928343097,-0.0013640317430836,45.099998474121094,145603317.5989151
CLX,Quiet Drifter,132,-0.0087613633295061,-0.0292967095947092,37.878787878787875,0.0796133896304563,-0.0626484078172881,0.0330726353288042,-0.0942863799171443,-0.1273590152459486,0.2589463213286092,0.2599262215457915,0.2327182055627245,-0.0226682797482007,95.8000030517578,197033755.11932373
UPS,Clean Trender,143,0.0119146506843753,-0.0235200861647922,38.46153846153847,0.1193886403390035,-0.0552565928497673,0.0323852337950441,-0.0502229336048386,-0.0826081673998827,0.84669141477615,0.2908412118340868,0.2470163391910785,0.0177367397755745,104.86000061035156,529610593.7438965
SMG,Clean Trender,128,-0.0212395628848885,-0.0585991340867828,42.1875,0.109541871586257,-0.116674663715184,0.0316999146572182,-0.1323654380962884,-0.1640653527535066,1.2182289322445006,0.448176545453518,0.2609286613115201,0.0028128764467716,64.69000244140625,49567471.05560303
MMM,Quiet Drifter,120,0.0169102158962024,-0.0042048767740244,48.333333333333336,0.1043195968782259,-0.064859850183755,0.0314264467327383,0.0511787961895497,0.0197523494568114,0.7947908728328612,0.273985964025603,0.2299895197424842,-0.0162856207783026,160.60000610351562,407001790.0
XPEV,Erratic/Manipulated,131,-0.0534645881289173,-0.1394656125959926,25.19083969465649,0.2986961205399753,-0.1720493165582384,0.0290114182644197,-0.1878618921228978,-0.2168733103873176,1.5796626344066829,0.8324087611984399,0.2244710409806529,0.0006366785233084,13.210000038146973,195471740.00988007
FMC,Erratic/Manipulated,126,-0.036475618856659,-0.0647402317937292,26.984126984126984,0.1139526770895794,-0.0920686847498341,0.0281630391072544,-0.3161128266081876,-0.3442758657154421,0.8808890217200348,0.4453185724356784,0.2439346086234139,0.0134192426641802,11.550000190734863,81559602.17285156
ICE,Clean Trender,118,0.0092309451359425,-0.0150305604020583,44.91525423728814,0.0802370150862792,-0.0486663119004857,0.0273551481814768,0.0621280299107143,0.0347728817292374,0.6761653858327369,0.2101872480869308,0.2553566347016881,0.0324640336716933,133.8800048828125,316828721.5789795
CTRE,Choppy/Mean-revert,131,0.0426783590906854,0.003244926974287,52.67175572519084,0.1275807533942672,-0.0518097894084619,0.0259333441385412,0.141171402742821,0.1152380586042798,0.5392086461038927,0.2545164631724966,0.2216936063926181,-0.0651234523004408,37.060001373291016,20131370.51963806
DOC,Quiet Drifter,125,0.0021445183104353,-0.030224735977902,38.4,0.1047823371867154,-0.0618374986514016,0.0258881797120434,-0.0490625538496356,-0.0749507335616791,0.722697822732841,0.2695386842178363,0.2180898613734181,0.0009870650937507,19.559999465942383,101990925.54016112
CTSH,Quiet Drifter,115,-0.0121222772222725,-0.0333352192785199,37.391304347826086,0.0864013797971247,-0.070962794608857,0.0256607941188692,-0.0769337115604702,-0.1025945056793394,0.906802456580041,0.2745941004703052,0.2422486468104922,-0.0215313664205383,43.70000076293945,235318425.05493164
ALNY,Erratic/Manipulated,141,0.0627525050457577,-0.0487281214139011,31.91489361702128,0.4044347334926503,-0.097411039538723,0.0241723618376035,0.1716418734512976,0.1474695116136941,0.8682834485000481,0.4759322073529015,0.2324717480529944,0.0425080727292554,278.0899963378906,133551114.60266112
PLD,Quiet Drifter,128,0.0273805106395919,7.446017924917035e-05,50.0,0.1142877932121385,-0.0595267719329546,0.0220694628483155,0.0843275116625896,0.0622580488142741,0.920721204848932,0.2644283016924577,0.2453438066829452,-0.0049125207795785,140.5399932861328,366013590.1855469
ROP,Quiet Drifter,135,-0.0091904099686513,-0.0379977599674309,34.81481481481482,0.0856719449019918,-0.0598555313200176,0.0214239491791843,-0.0203692196958782,-0.0417931688750625,0.7285356463577298,0.2184609768790886,0.2219310355682404,0.0085081143362322,330.260009765625,232538300.0
WING,Clean Trender,122,0.0648818295510692,-0.0349281196197313,45.90163934426229,0.293762729227318,-0.1293201459318085,0.0201754442134165,0.0644431304032249,0.0442676861898083,1.234360430871381,0.5036628165585147,0.2506523644436746,0.0673979838909467,161.77999877929688,102162400.63476562
O,Quiet Drifter,124,-0.0008361760534352,-0.0148756939663651,35.483870967741936,0.0600089990280643,-0.03430102234826,0.0201314851486003,0.0210852571136899,0.0009537719650896,0.4515443655341045,0.1983581654453539,0.2291681328888512,0.0108100811618736,60.2400016784668,256133842.4501419
HUM,Clean Trender,108,0.0044455598240387,-0.0339359991410059,38.88888888888889,0.1342147997375521,-0.0781348655754698,0.0198386457526044,-0.0043403008276016,-0.024178946580206,0.4452464682972422,0.357932306151913,0.2669957237943675,0.0767984895508956,360.6499938964844,393260398.06365967
SAIC,Quiet Drifter,112,-0.0030858507831707,-0.0297631685691931,34.82142857142857,0.105421662142007,-0.0610556179623753,0.0193459115933938,0.0283739796899102,0.0090280680965164,0.521276519213834,0.3025354831488724,0.2611846285729885,-0.0068464479782794,102.38999938964844,34985390.8996582
IFF,Choppy/Mean-revert,135,-0.011772796550993,-0.0392962400181714,37.77777777777778,0.0992388857174429,-0.0791727464996863,0.0188594788021484,-0.0517430648481673,-0.0706025436503158,0.8641478709122198,0.3167817499948282,0.2282665578745296,-0.0395923654646489,76.72000122070312,140021650.69580078
SHW,Quiet Drifter,129,0.0026362214706351,-0.0253737872719314,40.310077519379846,0.104684509371347,-0.066279505423352,0.0188339470644502,0.0727941425532696,0.0539601954888193,0.8093791516555872,0.2555078060839272,0.2534114539110704,-0.0268123069885765,320.7900085449219,402755628.515625
HIW,Mixed,139,-0.0063117467932347,-0.0434663993902283,35.25179856115108,0.1244151065961239,-0.0774852558607744,0.0183413515026774,-0.0344276581889113,-0.0527690096915888,0.8998124263212677,0.3065077385183654,0.2278669831924059,0.0082884155429686,29.280000686645508,27017216.284179688
SSD,Mixed,134,0.0099719621217007,-0.0312816424492967,43.28358208955223,0.1217263497869541,-0.0753142810965189,0.0183308314119001,0.1726936071492542,0.154362775737354,1.0195555721582783,0.3136415738527152,0.2238622208767442,-0.0264025766730095,200.13999938964844,26305386.41052246
VEEV,Mixed,121,-0.0239347185409907,-0.0324447415450845,29.75206611570248,0.0984365532149143,-0.0757625512846682,0.0183008780867439,-0.0827370067916694,-0.1010378848784133,1.013108653567912,0.3813240816022311,0.2367946677349236,0.0321385940532452,153.3000030517578,208558263.1912231
FIS,Mixed,124,-0.0321795752212357,-0.054320386681212,28.225806451612907,0.0825434962601185,-0.0772953898487345,0.0181533986895701,-0.2012981595142217,-0.2194515582037918,0.8776458134062289,0.3235929093048558,0.2371432224869308,0.0032230298416411,38.209999084472656,311767190.5517578
NEE,Quiet Drifter,117,-0.0080597425967465,-0.0361139143654025,35.04273504273504,0.0823646867578061,-0.0568413426432815,0.0180390549526374,0.0422812066981819,0.0242421517455444,0.5645167218830979,0.2657840761490488,0.2427980209395445,-0.0138259916991935,86.75,642692833.7348938
SHO,Mixed,147,0.0051165286118867,-0.0290124698248076,42.857142857142854,0.117894519070026,-0.0794669642317176,0.017338761064588,0.0314031069620961,0.014064345897508,1.1089926656019446,0.3360000694465376,0.1953407286678875,-0.0214061201044567,11.90999984741211,21475124.566555023
AKAM,Clean Trender,128,0.0139918079354006,-0.0416361169429409,42.1875,0.1398163555670415,-0.0778261052012021,0.017270371950991,0.0509109186549401,0.0336405467039491,0.8804020110114175,0.3554489422559905,0.2436783074907519,0.0182161952942891,124.91000366210938,144643461.6165161
MLCO,Erratic/Manipulated,125,-0.0470115772792983,-0.1212932779360511,19.2,0.29782368031349,-0.1289526285884757,0.0171045737695988,-0.182421041865971,-0.1995256156355699,1.1243906659103196,0.5677007776531274,0.250650935148181,0.0081632513809763,5.53000020980835,26977029.814243317
UFPI,Mixed,139,-0.0007800812925034,-0.046514326883304,35.25179856115108,0.1487505862805249,-0.0821912225267078,0.0168202346036188,0.108009419533015,0.0911891849293962,1.035933635277203,0.3272594994559158,0.2289277734749147,-0.0010752705900137,86.58000183105469,26071014.755249023
UHS,Clean Trender,111,0.0233801277681486,-0.0353741480727443,45.04504504504504,0.1625485107939406,-0.0906923173349595,0.0162026134303885,0.0284217591788855,0.012219145748497,0.7988023613270082,0.3207131673563373,0.2701307617997098,0.0100980638388164,141.1699981689453,94238336.97509766
DLTR,Mixed,107,-0.0198717026717048,-0.0487771197599454,28.037383177570092,0.1412743707548206,-0.0826558871235979,0.0159152812359408,0.0185654331095141,0.0026501518735733,0.6948931886602893,0.3884221108987255,0.265625406411898,-0.041591538990843,111.6500015258789,279246914.1845703
AWK,Quiet Drifter,141,-0.0213153223327797,-0.0428493831549822,26.95035460992908,0.070019883380688,-0.0550118059940591,0.015470084892162,-0.0205797253948626,-0.0360498102870247,0.3653657963618544,0.2271230237753673,0.2272069955933918,0.0198938204732108,125.06999969482422,136626350.0
NLY,Quiet Drifter,143,-0.0167584522442858,-0.0269888227962982,36.36363636363637,0.0538957241329682,-0.0571322673170025,0.0146877540173211,-0.0595407409166173,-0.0742284949339384,0.8203948106137698,0.2568023787129999,0.2183728050186811,0.0286153051815767,22.209999084472656,118987637.59346008
SIRI,Erratic/Manipulated,122,0.0199738808033335,-0.0358646616492163,29.50819672131147,0.2485718939032697,-0.0757183107268723,0.0145913212047135,-0.1274132423429207,-0.1420045635476342,0.8193871253172814,0.4288738428078221,0.2309094214068599,0.0337198933557008,28.030000686645508,93835513.16978456
FNF,Clean Trender,129,0.0048692938505254,-0.0251101032192051,37.98449612403101,0.1055515784227093,-0.0567986054499371,0.0145573840764661,0.0748754452911277,0.0603180612146616,0.8108497856969948,0.2640025168727284,0.2394437946406707,0.058738360445139,46.81999969482422,64290471.27075195
PZZA,Mixed,141,-0.0143936864632038,-0.0419014809756895,31.91489361702128,0.1510605918291069,-0.0919503794127244,0.0138737004368403,-0.1214239340312199,-0.1352976344680603,0.8038690105492683,0.4122157999754177,0.2432734731641032,-0.0179325041943599,36.470001220703125,43713260.82229614
LNC,Erratic/Manipulated,133,0.0046271478144454,0.0077982057281426,51.8796992481203,0.0980016520728457,-0.0960422395891423,0.0133414608656156,-0.0393043070444645,-0.0526457679100801,1.469095723661919,0.4479209027440206,0.209611748183602,-0.0603682393516867,37.16999816894531,66663271.018218994
ALKS,Mixed,135,0.0756299329477482,0.0175856965684516,59.25925925925925,0.1802667597128705,-0.0765690878015206,0.0119410852936781,0.1637370157330377,0.1517959304393596,0.6252120117718253,0.3743207795881052,0.2270801833253487,-0.0265275115478605,44.9900016784668,39239356.7325592
TSN,Quiet Drifter,126,-0.0011016895814649,-0.0157718551169386,42.06349206349206,0.0822273571170053,-0.0616008604721351,0.0106383598491694,-0.0191433485007672,-0.0297817083499367,0.3989598406213569,0.2505868713463333,0.2482818228137852,-0.0032677309962637,55.459999084472656,144303925.28076172
LW,Clean Trender,128,-0.0042197718207115,-0.0412510085875804,39.0625,0.1317019816463732,-0.0913491009662787,0.010622126080684,-0.0703987409109653,-0.0810208669916493,0.6909292024635806,0.3751535497382162,0.2552221840271243,0.0722010215202016,45.060001373291016,101424672.7294922
ODFL,Choppy/Mean-revert,133,0.037942517046899,-5.153498943266579e-05,49.62406015037594,0.1697317895713365,-0.0918797514100094,0.0089040342548363,0.1591490208312986,0.1502449865764623,1.1547362419339238,0.3502863365662443,0.2288164093400009,-0.0361554657062936,221.0399932861328,239002977.8137207
